18	можете	может	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#30.556#30.838
19	согласиться	согласиться	VERB	VB	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@ab1991f-words#@ab1991f#30.838#31.12
20	с	с	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#31.12#31.402
21	этим	это	PRON	DT	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#31.402#31.684
22	утверждением	утверждение	NOUN	NN	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#31.684#31.966
23	?	?	PUNCT	.	_	_	_	_	@ab1991f-words#@ab1991f#31.966#32.25
24	а	а	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#33.05#33.26
25	как	как	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#33.26#33.47
26	?	?	PUNCT	.	_	_	_	_	@ab1991f-words#@ab1991f#33.47#33.68
27	а	а	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#47.92#48.226
28	вот	вот	PART	UH	_	_	_	_	@ab1991f-words#@ab1991f#48.226#48.532
29	ваша	ваш	NOUN	NN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#48.532#48.838
30	фраза	фраза	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#48.838#49.144
31	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#49.144#49.45
32	актёр	актер	NOUN	NN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#49.45#49.756
33	на	на	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#49.756#50.062
34	сцене	сцена	NOUN	NN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#50.062#50.368
35	это	это	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#50.368#50.674
36	либо	либо	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#50.674#50.98
37	исповедь	исповедь	ADV	AFX	_	_	_	_	@ab1991f-words#@ab1991f#50.98#51.286
38	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#51.286#51.592
39	либо	либо	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#51.592#51.898
40	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#51.898#52.204
41	проповедь	проповедь	SCONJ	IN	_	_	_	_	@ab1991f-words#@ab1991f#52.204#52.52
42	почему	почему	PRON	WP	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#52.78#53.08
43	?	?	PUNCT	.	_	_	_	_	@ab1991f-words#@ab1991f#53.08#53.38
44	ну	на	NOUN	NN	Animacy=Anim|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#59.21#59.449
45	вот	вот	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@ab1991f-words#@ab1991f#59.449#59.688
46	а	а	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#59.688#59.927
47	что	что	SCONJ	IN	_	_	_	_	@ab1991f-words#@ab1991f#59.927#60.166
48	сделать	сделать	VERB	VB	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#60.166#60.405
49	с	с	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#60.405#60.644
50	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#60.644#60.883
51	развлекательным	развлекательный	ADJ	JJL	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#60.883#61.122
52	театром	театр	NOUN	NN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#61.122#61.361
53	?	?	PUNCT	.	_	_	_	_	@ab1991f-words#@ab1991f#61.361#61.6
54	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#61.6#61.839
55	вы	вы	PRON	PRP	Case=Nom|Number=Plur|Person=2	_	_	_	@ab1991f-words#@ab1991f#61.839#62.078
56	его	его	PRON	PRP	Case=Gen|Gender=Masc|Number=Sing|Person=3	_	_	_	@ab1991f-words#@ab1991f#62.078#62.317
57	приемлете	приемлет	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#62.317#62.556
58	?	?	PUNCT	.	_	_	_	_	@ab1991f-words#@ab1991f#62.556#62.8
59	театры	театр	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@ab1991f-words#@ab1991f#95.04#95.323
60	малых	малый	ADJ	JJL	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@ab1991f-words#@ab1991f#95.323#95.606
61	городов	город	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@ab1991f-words#@ab1991f#95.606#95.889
62	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#95.889#96.172
63	в	в	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#96.172#96.455
64	целом	целое	NOUN	NN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#96.455#96.738
65	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#96.738#97.021
66	какое	какой	ADJ	JJL	Case=Acc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#97.021#97.304
67	впечатление	впечатление	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#97.304#97.587
68	на	на	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#97.587#97.87
69	вас	вы	PRON	PRP	Case=Acc|Number=Plur|Person=2	_	_	_	@ab1991f-words#@ab1991f#97.87#98.153
70	произвели	произвести	VERB	VBC	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#98.153#98.436
71	?	?	PUNCT	.	_	_	_	_	@ab1991f-words#@ab1991f#98.436#98.72
72	а	а	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#110.13#110.446
73	вот	вот	PART	UH	_	_	_	_	@ab1991f-words#@ab1991f#110.446#110.762
74	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#110.762#111.078
75	режиссёр	режиссер	NOUN	NN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#111.078#111.394
76	Яновская	Яновский	ADJ	JJL	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#111.394#111.71
77	которая	который	PRON	AWP	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#111.71#112.026
78	ставила	ставить	VERB	VBC	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#112.026#112.342
79	на	на	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#112.342#112.658
80	вас	вы	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#112.658#112.974
81	Вдовий	Вдовий	ADJ	JJL	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#112.974#113.29
82	пароход	пароход	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#113.29#113.606
83	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#113.606#113.922
84	в	в	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#113.922#114.238
85	одном	один	NUM	CD	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing|NumType=Card	_	_	_	@ab1991f-words#@ab1991f#114.238#114.554
86	из	из	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#114.554#114.87
87	интервью	интервью	NOUN	NN	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#114.87#115.186
88	сказала	сказать	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#115.186#115.502
89	что	что	SCONJ	IN	_	_	_	_	@ab1991f-words#@ab1991f#115.502#115.818
90	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#115.818#116.134
91	удивляется	удивляться	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@ab1991f-words#@ab1991f#116.134#116.45
92	как	как	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#116.45#116.766
93	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#116.766#117.082
94	в	в	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#117.082#117.398
95	советском	советский	ADJ	JJL	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#117.398#117.714
96	союзе	союз	NOUN	NN	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#117.714#118.03
97	да	Да	PROPN	NNP	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#118.03#118.346
98	ещё	еще	ADV	RB	Degree=Pos	_	_	_	@ab1991f-words#@ab1991f#118.346#118.662
99	и	и	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#118.662#118.978
100	в	в	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#118.978#119.294
101	актёрской	актерский	ADJ	JJL	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#119.294#119.61
102	среде	среда	NOUN	NN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#119.61#119.926
103	св...	св...	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#119.926#120.242
104	смог	смочь	VERB	VBC	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#120.242#120.558
105	сформироваться	сформироваться	VERB	VB	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@ab1991f-words#@ab1991f#120.558#120.874
106	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#120.874#121.19
107	вот	вот	PART	UH	_	_	_	_	@ab1991f-words#@ab1991f#121.19#121.506
108	такой	такой	DET	DT	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#121.506#121.822
109	принципиальный	принципиальный	ADJ	JJL	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#121.822#122.138
110	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#122.138#122.454
111	бескомпромиссный	бескомпромиссный	ADJ	JJL	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#122.454#122.77
112	человек	человек	NOUN	NN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#122.77#123.086
113	как	как	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#123.086#123.402
114	вы	вы	PRON	PRP	Case=Nom|Number=Plur|Person=2	_	_	_	@ab1991f-words#@ab1991f#123.402#123.718
115	а	а	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#123.718#124.034
116	в	в	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#124.034#124.35
117	чём	что	PRON	WP	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#124.35#124.666
118	проявляется	проявляться	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@ab1991f-words#@ab1991f#124.666#124.982
119	ваша	ваш	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#124.982#125.298
120	бескомпромиссность	бескомпромиссность	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#125.298#125.614
121	?	?	PUNCT	.	_	_	_	_	@ab1991f-words#@ab1991f#125.614#125.94
122	а	а	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#146.5#146.75
123	вот	вот	PART	UH	_	_	_	_	@ab1991f-words#@ab1991f#146.75#147.0
124	оголяться	оголяться	VERB	VB	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@ab1991f-words#@ab1991f#147.0#147.25
125	на	на	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#147.25#147.5
126	сцене	сцена	NOUN	NN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#147.5#147.75
127	?	?	PUNCT	.	_	_	_	_	@ab1991f-words#@ab1991f#147.75#148.0
128	а	а	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#167.39#167.735
129	в	в	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#167.735#168.08
130	профессии	профессия	NOUN	NN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#168.08#168.425
131	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#168.425#168.77
132	а	а	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#168.77#169.115
133	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#169.115#169.46
134	жёсткость	жёсткость	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#169.46#169.805
135	определённая	определенный	ADJ	JJL	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#169.805#170.15
136	характера	характер	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#170.15#170.495
137	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#170.495#170.84
138	в	в	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#170.84#171.185
139	актёрской	актерский	ADJ	JJL	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#171.185#171.53
140	профессии	профессия	NOUN	NN	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#171.53#171.875
141	помогает	помогать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#171.875#172.22
142	женщине	женщина	PROPN	NNP	Animacy=Anim|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#172.22#172.565
143	или	или	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#172.565#172.91
144	мешает	мешает	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#172.91#173.255
145	?	?	PUNCT	.	_	_	_	_	@ab1991f-words#@ab1991f#173.255#173.61
146	то	то	PRON	DT	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#210.45#210.706
147	есть	быть	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#210.706#210.962
148	вы	вы	PRON	PRP	Case=Nom|Number=Plur|Person=2	_	_	_	@ab1991f-words#@ab1991f#210.962#211.218
149	человек	человек	NOUN	NN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#211.218#211.474
150	команды	команда	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#211.474#211.73
151	всё-таки	всё-так	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#222.09#222.59
152	принципы	принцип	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#222.59#223.09
153	а	а	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#255.5#255.76
154	он	он	PRON	PRP	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@ab1991f-words#@ab1991f#255.76#256.02
155	как	как	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#256.02#256.28
156	режиссёр	режиссер	NOUN	NN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#256.28#256.54
157	выступает	выступать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#256.54#256.8
158	ну	но	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#271.24#271.508
159	для	для	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#271.508#271.776
160	актёра	актер	NOUN	NN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#271.776#272.044
161	ведь	ведь	ADV	RB	Degree=Pos	_	_	_	@ab1991f-words#@ab1991f#272.044#272.312
162	важно	важно	ADJ	PRED	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@ab1991f-words#@ab1991f#272.312#272.58
163	также	также	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#272.58#272.848
164	и	и	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#272.848#273.116
165	наверное	наверный	ADJ	JJL	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#273.116#273.384
166	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#273.384#273.652
167	получить	получить	VERB	VB	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#273.652#273.92
168	удовольствие	удовольствие	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#273.92#274.188
169	от	от	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#274.188#274.456
170	процесса	процесс	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#274.456#274.724
171	но	но	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#274.724#274.992
172	и	и	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#274.992#275.26
173	важен	важный	VERB	VBNH	Animacy=Inan|Aspect=Perf|Case=Nom|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@ab1991f-words#@ab1991f#275.26#275.528
174	результат	результат	NOUN	NN	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#275.528#275.796
175	наверное	наверный	ADJ	JJL	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#275.796#276.064
176	да	да	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#276.064#276.332
177	?	?	PUNCT	.	_	_	_	_	@ab1991f-words#@ab1991f#276.332#276.6
178	на	на	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#276.6#276.868
179	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#276.868#277.136
180	на	на	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#277.136#277.404
181	зрителя	зритель	NOUN	NN	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#277.404#277.68
182	совпадает	совпадать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#279.28#280.1
183	аа	аа	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#315.0#315.312
184	вот	вот	PART	UH	_	_	_	_	@ab1991f-words#@ab1991f#315.312#315.624
185	с	с	ADP	IN	_	_	_	_	@ab1991f-words#@ab1991f#315.624#315.936
186	каким	какой	DET	DT	Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#315.936#316.248
187	режиссёром	режиссер	NOUN	NN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#316.248#316.56
188	комфортнее	комфортно	ADV	RBR	Degree=Cmp	_	_	_	@ab1991f-words#@ab1991f#316.56#316.872
189	?	?	PUNCT	.	_	_	_	_	@ab1991f-words#@ab1991f#316.872#317.184
190	который	который	PRON	AWP	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#317.184#317.496
191	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#317.496#317.808
192	аа	аа	NOUN	NN	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#317.808#318.12
193	/	/	SYM	SYM	_	_	_	_	@ab1991f-words#@ab1991f#318.12#318.432
194	авторитарно	авторитарно	ADV	RB	Degree=Pos	_	_	_	@ab1991f-words#@ab1991f#318.432#318.744
195	диктует	диктовать	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#318.744#319.056
196	роль	роль	NOUN	NN	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#319.056#319.368
197	или	или	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#319.368#319.68
198	который	который	PRON	AWP	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#319.68#319.992
199	позволяет	позволять	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#319.992#320.304
200	вносить	вносить	VERB	VB	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#320.304#320.616
201	что-то	что-то	PRON	NN	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#320.616#320.928
202	своё	свой	DET	PRP$	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#320.928#321.24
203	?	?	PUNCT	.	_	_	_	_	@ab1991f-words#@ab1991f#321.24#321.552
204	и	и	CCONJ	CC	_	_	_	_	@ab1991f-words#@ab1991f#321.552#321.864
205	кстати	кстать	VERB	VB	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ab1991f-words#@ab1991f#321.864#322.176
206	каким	какой	DET	DT	Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#322.176#322.488
207	режиссёром	режиссер	NOUN	NN	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#322.488#322.8
208	ваш	ваш	X	FW	Foreign=Yes	_	_	_	@ab1991f-words#@ab1991f#322.8#323.112
209	сын	сын	NOUN	NN	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ab1991f-words#@ab1991f#323.112#323.424
210	становится	становиться	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@ab1991f-words#@ab1991f#323.424#323.736
211	?	?	PUNCT	.	_	_	_	_	@ab1991f-words#@ab1991f#323.736#324.05
212	нет	нет	VERB	VBC	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@omo1947f-words#@omo1947f#31.51#31.832
